"vnz","code","spec","y1","x1","y2","x2","ms_un_perc_bud","ms_un_perc_cont"
"Дніпропетровський державний аграрно-економічний університет","код спец-ті: 206","садово-паркове господарство",0,10,0,20,0,0
"Дніпропетровський державний аграрно-економічний університет","код спец-ті: 207","водні біоресурси та аквакультура",0,2,1,19,0,5
"Дніпропетровський державний аграрно-економічний університет","код спец-ті: 208","агроінженерія",25,52,59,16,32.47,78.67
"Дніпропетровський державний аграрно-економічний університет","код спец-ті: 211","ветеринарна медицина",15,0,0,0,100,
"Дніпропетровський державний інститут фізичної культури і спорту","код спец-ті: 014","середня освіта",0,18,0,10,0,0
"Дніпропетровський державний інститут фізичної культури і спорту","код спец-ті: 017","фізична культура і спорт",10,73,3,30,12.05,9.09
"Дніпропетровський державний інститут фізичної культури і спорту","код спец-ті: 227","фізична терапія, ерготерапія",0,3,0,22,0,0
"Дніпропетровський державний інститут фізичної культури і спорту","код спец-ті: 6.010201","фізичне виховання",0,0,2,0,0,100
"Дніпропетровський державний університет внутрішніх справ","код спец-ті: 073","менеджмент",0,0,0,28,0,0
"Дніпропетровський державний університет внутрішніх справ","код спец-ті: 081","право",0,0,60,361,0,14.25
"Дніпропетровський державний університет внутрішніх справ","код спец-ті: 262","правоохоронна діяльність",0,0,13,203,0,6.02
"Дніпропетровський державний університет внутрішніх справ","код спец-ті: 6.030401","правознавство",0,0,99,0,0,100
"Дніпропетровський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""","код спец-ті: 073","менеджмент",0,0,3,0,0,100
"Дніпропетровський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""","код спец-ті: 081","право",0,0,0,4,0,0
"Дніпропетровський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""","код спец-ті: 6.030401","правознавство",0,0,1,0,0,100
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 035","філологія",0,2,0,22,0,0
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 051","економіка",0,4,0,3,0,0
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 071","облік і оподаткування",0,0,16,9,0,64
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 072","фінанси, банківська справа та страхування",0,3,8,11,0,42.11
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 073","менеджмент",3,0,2,16,100,11.11
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 101","екологія",0,1,1,18,0,5.26
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 121","інженерія програмного забезпечення",15,23,8,33,39.47,19.51
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 123","комп’ютерна інженерія",8,13,4,10,38.1,28.57
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 125","кібербезпека",0,7,0,11,0,0
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 133","галузеве машинобудування",1,3,13,1,25,92.86
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",34,26,23,4,56.67,85.19
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 144","теплоенергетика",5,6,3,3,45.45,50
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",5,9,6,3,35.71,66.67
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 192","будівництво та цивільна інженерія",25,26,2,5,49.02,28.57
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 273","залізничний транспорт",63,27,40,15,70,72.73
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 274","автомобільний транспорт",0,5,0,6,0,0
"Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","код спец-ті: 275","транспортні технології",20,61,74,20,24.69,78.72
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 014","середня освіта",3,34,13,21,8.11,38.24
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 016","спеціальна освіта",0,21,23,13,0,63.89
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 022","дизайн",0,5,0,20,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 023","образотворче мистецтво, декоративне мистецтво, реставрація",0,2,0,17,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 032","історія та археологія",0,9,0,46,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 033","філософія",0,0,0,8,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 035","філологія",0,42,14,149,0,8.59
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 052","політологія",0,3,0,29,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 053","психологія",0,25,0,61,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 054","соціологія",0,3,0,11,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 061","журналістика",0,16,0,70,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 071","облік і оподаткування",5,10,7,2,33.33,77.78
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 072","фінанси, банківська справа та страхування",7,18,25,11,28,69.44
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 073","менеджмент",0,8,0,24,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 075","маркетинг",5,9,0,8,35.71,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",5,11,25,28,31.25,47.17
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 081","право",0,18,7,69,0,9.21
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 091","біологія",0,8,0,19,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 101","екологія",5,5,0,1,50,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 102","хімія",0,14,0,2,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 103","науки про землю",0,10,0,3,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 104","фізика та астрономія",0,10,0,1,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 105","прикладна фізика та наноматеріали",0,9,0,0,0,
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 111","математика",0,6,0,0,0,
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 112","статистика",0,5,0,2,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 113","прикладна математика",0,42,16,12,0,57.14
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 121","інженерія програмного забезпечення",13,37,1,7,26,12.5
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 122","комп'ютерні науки",0,22,0,17,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 123","комп’ютерна інженерія",15,34,18,11,30.61,62.07
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 124","системний аналіз",0,26,0,14,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 125","кібербезпека",0,13,0,4,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 131","прикладна механіка",10,6,0,0,62.5,
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 133","галузеве машинобудування",5,0,5,0,100,100
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 134","авіаційна та ракетно-космічна техніка",19,6,4,0,76,100
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",0,12,0,1,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 144","теплоенергетика",0,7,0,0,0,
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",0,7,0,0,0,
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 153","мікро- та наносистемна техніка",0,13,0,1,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 161","хімічні технології та інженерія",0,15,0,1,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 162","біотехнології та біоінженерія",0,6,0,5,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 172","телекомунікації та радіотехніка",7,20,0,1,25.93,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 181","харчові технології",5,12,6,1,29.41,85.71
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 224","технології медичної діагностики та лікування",0,7,0,9,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 231","соціальна робота",0,14,0,4,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 242","туризм",0,8,0,33,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,0,0,74,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 292","міжнародні економічні відносини",0,3,0,37,0,0
"Дніпропетровський національний університет імені Олеся Гончара","код спец-ті: 6.040101","хімія",0,0,4,0,0,100
"Дніпропетровський регіональний інститут державного управління Національної академії державного управління при Президентові України","код спец-ті: 073","менеджмент",0,0,3,3,0,50
"Дніпропетровський регіональний інститут державного управління Національної академії державного управління при Президентові України","код спец-ті: 074","публічне управління та адміністрування",0,0,13,0,0,100
"Дніпропетровський регіональний інститут державного управління Національної академії державного управління при Президентові України","код спец-ті: 281","публічне управління та адміністрування",0,0,0,13,0,0
"Донбаська державна машинобудівна академія","код спец-ті: 051","економіка",5,5,3,2,50,60
"Донбаська державна машинобудівна академія","код спец-ті: 071","облік і оподаткування",7,3,7,4,70,63.64
"Донбаська державна машинобудівна академія","код спец-ті: 072","фінанси, банківська справа та страхування",8,4,16,8,66.67,66.67
"Донбаська державна машинобудівна академія","код спец-ті: 073","менеджмент",5,6,28,12,45.45,70
"Донбаська державна машинобудівна академія","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",4,2,0,2,66.67,0
"Донбаська державна машинобудівна академія","код спец-ті: 122","комп'ютерні науки",20,25,5,10,44.44,33.33
"Донбаська державна машинобудівна академія","код спец-ті: 124","системний аналіз",13,18,0,2,41.94,0
"Донбаська державна машинобудівна академія","код спец-ті: 126","інформаційні системи та технології",0,4,0,1,0,0
"Донбаська державна машинобудівна академія","код спец-ті: 131","прикладна механіка",56,13,6,9,81.16,40
"Донбаська державна машинобудівна академія","код спец-ті: 133","галузеве машинобудування",40,19,19,2,67.8,90.48
"Донбаська державна машинобудівна академія","код спец-ті: 136","металургія",20,6,2,4,76.92,33.33
"Донбаська державна машинобудівна академія","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",20,5,4,3,80,57.14
"Донбаська державна машинобудівна академія","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",35,13,11,2,72.92,84.62
"Донбаська національна академія будівництва і архітектури","код спец-ті: 051","економіка",2,2,1,0,50,100
"Донбаська національна академія будівництва і архітектури","код спец-ті: 073","менеджмент",0,3,1,3,0,25
"Донбаська національна академія будівництва і архітектури","код спец-ті: 101","екологія",0,2,1,2,0,33.33
"Донбаська національна академія будівництва і архітектури","код спец-ті: 133","галузеве машинобудування",7,1,0,0,87.5,
"Донбаська національна академія будівництва і архітектури","код спец-ті: 191","архітектура та містобудування",1,18,1,0,5.26,100
"Донбаська національна академія будівництва і архітектури","код спец-ті: 192","будівництво та цивільна інженерія",41,19,18,6,68.33,75
"Донбаська національна академія будівництва і архітектури","код спец-ті: 274","автомобільний транспорт",6,4,1,0,60,100
"Донбаський державний технічний університет","код спец-ті: 035","філологія",0,1,0,1,0,0
"Донбаський державний технічний університет","код спец-ті: 051","економіка",0,4,0,1,0,0
"Донбаський державний технічний університет","код спец-ті: 071","облік і оподаткування",0,2,1,1,0,50
"Донбаський державний технічний університет","код спец-ті: 072","фінанси, банківська справа та страхування",0,9,1,1,0,50
"Донбаський державний технічний університет","код спец-ті: 073","менеджмент",2,0,22,3,100,88
"Донбаський державний технічний університет","код спец-ті: 101","екологія",4,5,5,1,44.44,83.33
"Донбаський державний технічний університет","код спец-ті: 123","комп’ютерна інженерія",1,6,3,2,14.29,60
"Донбаський державний технічний університет","код спец-ті: 131","прикладна механіка",15,0,0,0,100,
"Донбаський державний технічний університет","код спец-ті: 133","галузеве машинобудування",10,0,0,0,100,
"Донбаський державний технічний університет","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",45,10,15,0,81.82,100
"Донбаський державний технічний університет","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",1,8,0,0,11.11,
"Донбаський державний технічний університет","код спец-ті: 171","електроніка",1,0,0,0,100,
"Донбаський державний технічний університет","код спец-ті: 184","гірництво",31,8,16,0,79.49,100
"Донбаський державний технічний університет","код спец-ті: 191","архітектура та містобудування",0,7,0,0,0,
"Донбаський державний технічний університет","код спец-ті: 192","будівництво та цивільна інженерія",28,8,7,0,77.78,100
"Донбаський державний технічний університет","код спец-ті: 6.030504","економіка підприємства",0,0,4,0,0,100
"Донбаський державний технічний університет","код спец-ті: 6.030508","фінанси і кредит",0,0,2,0,0,100
"Донбаський державний технічний університет","код спец-ті: 6.030509","облік і аудит",0,0,7,0,0,100
"Донбаський державний технічний університет","код спец-ті: 6.030601","менеджмент",0,0,2,0,0,100
"Донбаський державний технічний університет","код спец-ті: 6.060101","будівництво",0,0,2,0,0,100
"Донецька філія Приватного вищого навчального закладу «Університет сучасних знань»","код спец-ті: 081","право",0,0,5,4,0,41.67
"Донецька філія Приватного вищого навчального закладу «Університет сучасних знань»","код спец-ті: 6.030401","правознавство",0,0,3,0,0,100
"Донецька філія Приватного вищого навчального закладу «Університет сучасних знань»","код спец-ті: 6.030508","фінанси і кредит",0,0,1,0,0,100
"Донецька філія Приватного вищого навчального закладу «Університет сучасних знань»","код спец-ті: 6.030509","облік і аудит",0,0,1,0,0,100
"Донецький державний університет управління","код спец-ті: 051","економіка",5,4,0,3,55.56,0
"Донецький державний університет управління","код спец-ті: 054","соціологія",0,2,1,0,0,100
"Донецький державний університет управління","код спец-ті: 071","облік і оподаткування",2,7,0,0,22.22,
"Донецький державний університет управління","код спец-ті: 072","фінанси, банківська справа та страхування",7,7,0,6,50,0
"Донецький державний університет управління","код спец-ті: 073","менеджмент",7,15,12,12,31.82,50
"Донецький державний університет управління","код спец-ті: 075","маркетинг",7,8,3,8,46.67,27.27
"Донецький державний університет управління","код спец-ті: 081","право",10,21,5,9,32.26,35.71
"Донецький державний університет управління","код спец-ті: 122","комп'ютерні науки",0,5,0,3,0,0
"Донецький державний університет управління","код спец-ті: 122","комп’ютерні науки та інформаційні технології",5,0,0,0,100,
"Донецький державний університет управління","код спец-ті: 231","соціальна робота",1,4,1,2,20,33.33
"Донецький державний університет управління","код спец-ті: 242","туризм",0,1,0,2,0,0
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 051","економіка",1,13,3,0,7.14,100
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 071","облік і оподаткування",4,5,9,0,44.44,100
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 072","фінанси, банківська справа та страхування",3,12,28,1,20,96.55
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 073","менеджмент",0,9,41,0,0,100
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 075","маркетинг",0,0,2,19,0,9.52
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",6,9,82,1,40,98.8
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 133","галузеве машинобудування",6,5,0,1,54.55,0
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 142","енергетичне машинобудування",7,1,0,0,87.5,
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 181","харчові технології",8,19,55,1,29.63,98.21
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 241","готельно-ресторанна справа",4,14,21,6,22.22,77.78
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 242","туризм",0,4,9,17,0,34.62
"Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","код спец-ті: 292","міжнародні економічні відносини",0,1,0,1,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 014","середня освіта",0,1,0,0,0,
"Донецький національний університет імені Василя Стуса","код спец-ті: 029","інформаційна, бібліотечна та архівна справа",2,6,0,11,25,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 032","історія та археологія",0,8,0,13,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 034","культурологія",0,5,0,3,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 035","філологія",0,75,4,100,0,3.85
"Донецький національний університет імені Василя Стуса","код спец-ті: 051","економіка",5,16,18,21,23.81,46.15
"Донецький національний університет імені Василя Стуса","код спец-ті: 052","політологія",0,5,0,15,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 053","психологія",0,8,17,9,0,65.38
"Донецький національний університет імені Василя Стуса","код спец-ті: 061","журналістика",0,5,0,48,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 071","облік і оподаткування",12,17,6,10,41.38,37.5
"Донецький національний університет імені Василя Стуса","код спец-ті: 072","фінанси, банківська справа та страхування",7,20,2,11,25.93,15.38
"Донецький національний університет імені Василя Стуса","код спец-ті: 073","менеджмент",3,18,3,44,14.29,6.38
"Донецький національний університет імені Василя Стуса","код спец-ті: 075","маркетинг",5,11,3,22,31.25,12
"Донецький національний університет імені Василя Стуса","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",8,5,0,15,61.54,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 081","право",7,33,47,122,17.5,27.81
"Донецький національний університет імені Василя Стуса","код спец-ті: 091","біологія",6,20,18,12,23.08,60
"Донецький національний університет імені Василя Стуса","код спец-ті: 101","екологія",0,7,0,5,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 102","хімія",0,26,2,2,0,50
"Донецький національний університет імені Василя Стуса","код спец-ті: 104","фізика та астрономія",0,3,0,0,0,
"Донецький національний університет імені Василя Стуса","код спец-ті: 105","прикладна фізика та наноматеріали",0,6,0,0,0,
"Донецький національний університет імені Василя Стуса","код спец-ті: 111","математика",0,7,0,0,0,
"Донецький національний університет імені Василя Стуса","код спец-ті: 113","прикладна математика",0,10,0,4,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 122","комп'ютерні науки",20,18,5,52,52.63,8.77
"Донецький національний університет імені Василя Стуса","код спец-ті: 125","кібербезпека",3,4,1,21,42.86,4.55
"Донецький національний університет імені Василя Стуса","код спец-ті: 152","метрологія та інформаційно-вимірювальна техніка",4,2,0,0,66.67,
"Донецький національний університет імені Василя Стуса","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,9,0,48,0,0
"Донецький національний університет імені Василя Стуса","код спец-ті: 292","міжнародні економічні відносини",0,7,2,41,0,4.65
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.020101","культурологія",2,0,6,0,100,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030503","міжнародна економіка",0,0,1,0,0,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030504","економіка підприємства",0,0,7,0,0,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030505","управління персоналом та економіка праці",0,0,1,0,0,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030507","маркетинг",1,0,1,0,100,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030508","фінанси і кредит",1,0,5,0,100,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030509","облік і аудит",0,0,1,0,0,100
"Донецький національний університет імені Василя Стуса","код спец-ті: 6.030601","менеджмент",0,0,5,0,0,100
"Донецький юридичний інститут МВС України","код спец-ті: 081","право",0,0,0,41,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 012","дошкільна освіта",10,20,21,1,33.33,75
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 013","початкова освіта",15,41,69,8,26.79,89.61
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 014","середня освіта",38,162,108,98,19,52.17
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 015","професійна освіта",5,8,0,1,38.46,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 023","образотворче мистецтво, декоративне мистецтво, реставрація",0,3,10,2,0,83.33
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 024","хореографія",0,0,8,5,0,61.54
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 033","філософія",0,0,0,1,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 035","філологія",0,1,0,21,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 051","економіка",0,0,15,9,0,62.5
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 053","психологія",0,12,0,19,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 054","соціологія",0,2,0,3,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 073","менеджмент",0,4,0,7,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 091","біологія",0,3,14,7,0,66.67
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 101","екологія",0,1,0,2,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 104","фізика та астрономія",0,2,0,1,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 111","математика",0,8,0,0,0,
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 122","комп'ютерні науки",5,3,4,5,62.5,44.44
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 227","фізична терапія, ерготерапія",0,9,45,24,0,65.22
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 231","соціальна робота",0,12,0,8,0,0
"Дрогобицький державний педагогічний університет імені Івана Франка","код спец-ті: 242","туризм",0,3,0,4,0,0
"Дубенська філія вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,1,0,50
"Дубенська філія вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 081","право",0,0,3,0,0,100
"Дубенська філія вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 123","комп’ютерна інженерія",0,0,1,0,0,100
"Дунайський інститут Національного університету «Одеська морська академія»","код спец-ті: 271","річковий та морський транспорт",0,6,0,79,0,0
"Дунайський інститут Національного університету «Одеська морська академія»","код спец-ті: 6.070104","морський та річковий транспорт",0,0,0,0,0,0
"Економіко-гуманітарний факультет Запорізького національного університету у м.Мелітополі Запорізької області","код спец-ті: 022","дизайн",0,0,1,7,0,12.5
"Економіко-гуманітарний факультет Запорізького національного університету у м.Мелітополі Запорізької області","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,0,3,0,0
