"vnz","code","spec","y1","x1","y2","x2","ms_un_perc_bud","ms_un_perc_cont"
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","код спец-ті: 012","дошкільна освіта",0,0,15,13,0,51.72
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","код спец-ті: 013","початкова освіта",0,0,15,2,0,75
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","код спец-ті: 014","середня освіта",0,0,18,83,0,16.98
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","код спец-ті: 071","облік і оподаткування",0,0,0,13,0,0
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","код спец-ті: 242","туризм",0,0,3,13,0,17.65
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 071","облік і оподаткування",0,0,2,0,0,100
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,11,2,0,84.62
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,0,9,4,0,69.23
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 081","право",0,0,8,13,0,33.33
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 181","харчові технології",0,0,9,1,0,69.23
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 6.030401","правознавство",0,0,33,0,0,100
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 6.030508","фінанси і кредит",0,0,23,0,0,100
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 6.030509","облік і аудит",0,0,15,0,0,100
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 6.030510","товарознавство і торговельне підприємництво",0,0,31,0,0,100
"""Київський кооперативний інститут бізнесу і права""","код спец-ті: 6.051701","харчові технології та інженерія",0,0,42,0,0,100
"""Класичний приватний університет""","код спец-ті: 014","середня освіта",0,0,6,3,0,66.67
"""Класичний приватний університет""","код спец-ті: 017","фізична культура і спорт",0,0,2,6,0,25
"""Класичний приватний університет""","код спец-ті: 022","дизайн",0,0,0,5,0,0
"""Класичний приватний університет""","код спец-ті: 035","філологія",0,0,3,5,0,37.5
"""Класичний приватний університет""","код спец-ті: 041","богослов’я",0,0,1,0,0,100
"""Класичний приватний університет""","код спец-ті: 051","економіка",0,0,2,11,0,15.38
"""Класичний приватний університет""","код спец-ті: 053","психологія",0,0,2,2,0,50
"""Класичний приватний університет""","код спец-ті: 056","міжнародні економічні відносини",0,0,1,0,0,100
"""Класичний приватний університет""","код спец-ті: 061","журналістика",0,0,1,6,0,14.29
"""Класичний приватний університет""","код спец-ті: 073","менеджмент",0,0,9,3,0,75
"""Класичний приватний університет""","код спец-ті: 075","маркетинг",0,0,8,6,0,57.14
"""Класичний приватний університет""","код спец-ті: 081","право",0,0,9,8,0,52.94
"""Класичний приватний університет""","код спец-ті: 121","інженерія програмного забезпечення",0,0,0,5,0,0
"""Класичний приватний університет""","код спец-ті: 227","фізична реабілітація",0,0,4,0,0,100
"""Класичний приватний університет""","код спец-ті: 227","фізична терапія, ерготерапія",0,0,0,4,0,0
"""Класичний приватний університет""","код спец-ті: 231","соціальна робота",0,0,3,2,0,60
"""Класичний приватний університет""","код спец-ті: 241","готельно-ресторанна справа",0,0,0,2,0,0
"""Класичний приватний університет""","код спец-ті: 242","туризм",0,0,1,2,0,33.33
"""Класичний приватний університет""","код спец-ті: 293","міжнародне право",0,0,0,2,0,0
"""Класичний приватний університет""","код спец-ті: 6.010201","фізичне виховання",0,0,32,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.010203","здоров’я людини",0,0,49,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.020207","дизайн",0,0,11,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030102","психологія",0,0,10,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030302","реклама і зв’язки з громадськістю",0,0,2,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030303","видавнича справа та редагування",0,0,2,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030401","правознавство",0,0,60,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030502","економічна кібернетика",0,0,3,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030503","міжнародна економіка",0,0,23,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030504","економіка підприємства",0,0,48,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030508","фінанси і кредит",0,0,26,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030509","облік і аудит",0,0,9,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.030601","менеджмент",0,0,22,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.050103","програмна інженерія",0,0,12,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.080101","геодезія, картографія та землеустрій",0,0,8,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.140101","готельно-ресторанна справа",0,0,10,0,0,100
"""Класичний приватний університет""","код спец-ті: 6.140103","туризм",0,0,1,0,0,100
"""Харківський економіко-правовий університет"" у формі товариства з обмеженою відповідальністю","код спец-ті: 081","право",0,0,67,8,0,89.33
"Азовський морський інститут Національного університету «Одеська морська академія»","код спец-ті: 073","менеджмент",0,1,0,7,0,0
"Азовський морський інститут Національного університету «Одеська морська академія»","код спец-ті: 271","річковий та морський транспорт",0,21,0,86,0,0
"Академія Державної пенітенціарної служби","код спец-ті: 053","психологія",0,5,0,1,0,0
"Академія Державної пенітенціарної служби","код спец-ті: 081","право",0,146,0,13,0,0
"Академія Державної пенітенціарної служби","код спец-ті: 6.030401","правознавство",0,0,20,0,0,100
"Академія праці, соціальних відносин і туризму","код спец-ті: 054","соціологія",0,0,1,3,0,25
"Академія праці, соціальних відносин і туризму","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,0,4,0,0
"Академія праці, соціальних відносин і туризму","код спец-ті: 073","менеджмент",0,0,1,15,0,6.25
"Академія праці, соціальних відносин і туризму","код спец-ті: 075","маркетинг",0,0,5,7,0,41.67
"Академія праці, соціальних відносин і туризму","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,0,5,9,0,35.71
"Академія праці, соціальних відносин і туризму","код спец-ті: 081","право",0,0,23,48,0,30.67
"Академія праці, соціальних відносин і туризму","код спец-ті: 231","соціальна робота",0,0,12,11,0,52.17
"Академія праці, соціальних відносин і туризму","код спец-ті: 242","туризм",0,0,0,34,0,0
"Барська філія Глухівського національного педагогічного університету імені Олександра Довженка","код спец-ті: 012","дошкільна освіта",0,0,2,0,0,100
"Барська філія Глухівського національного педагогічного університету імені Олександра Довженка","код спец-ті: 013","початкова освіта",0,0,11,0,0,100
"Барська філія Глухівського національного педагогічного університету імені Олександра Довженка","код спец-ті: 014","середня освіта",0,0,14,0,0,100
"Барська філія Глухівського національного педагогічного університету імені Олександра Довженка","код спец-ті: 053","психологія",0,0,3,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 012","дошкільна освіта",0,25,50,30,0,47.62
"Бердянський державний педагогічний університет","код спец-ті: 013","початкова освіта",20,21,79,21,48.78,75.24
"Бердянський державний педагогічний університет","код спец-ті: 014","середня освіта",0,103,40,72,0,31.25
"Бердянський державний педагогічний університет","код спец-ті: 015","професійна освіта",0,16,8,18,0,30.77
"Бердянський державний педагогічний університет","код спец-ті: 016","спеціальна освіта",0,19,40,12,0,45.98
"Бердянський державний педагогічний університет","код спец-ті: 017","фізична культура і спорт",0,10,0,19,0,0
"Бердянський державний педагогічний університет","код спец-ті: 024","хореографія",0,0,1,13,0,6.25
"Бердянський державний педагогічний університет","код спец-ті: 032","історія та археологія",0,0,0,3,0,0
"Бердянський державний педагогічний університет","код спец-ті: 053","психологія",0,3,15,43,0,23.81
"Бердянський державний педагогічний університет","код спец-ті: 061","журналістика",0,0,1,19,0,5
"Бердянський державний педагогічний університет","код спец-ті: 072","фінанси, банківська справа та страхування",0,1,2,7,0,22.22
"Бердянський державний педагогічний університет","код спец-ті: 073","менеджмент",0,1,4,10,0,28.57
"Бердянський державний педагогічний університет","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,2,0,2,0,0
"Бердянський державний педагогічний університет","код спец-ті: 081","право",0,2,3,19,0,10
"Бердянський державний педагогічний університет","код спец-ті: 227","фізична реабілітація",0,0,19,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 231","соціальна робота",0,4,9,10,0,39.13
"Бердянський державний педагогічний університет","код спец-ті: 6.010101","дошкільна освіта",0,0,6,0,0,54.55
"Бердянський державний педагогічний університет","код спец-ті: 6.010102","початкова освіта",0,0,0,0,0,0
"Бердянський державний педагогічний університет","код спец-ті: 6.010103","технологічна освіта",0,0,10,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.010104","професійна освіта",0,0,5,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.010105","корекційна освіта",0,0,0,0,0,0
"Бердянський державний педагогічний університет","код спец-ті: 6.010201","фізичне виховання",0,0,3,0,0,75
"Бердянський державний педагогічний університет","код спец-ті: 6.010203","здоров’я людини",0,0,0,0,0,0
"Бердянський державний педагогічний університет","код спец-ті: 6.020202","хореографія",0,0,21,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.020204","музичне мистецтво",0,0,15,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.020303","філологія",0,0,25,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.030103","практична психологія",0,0,0,0,0,0
"Бердянський державний педагогічний університет","код спец-ті: 6.030401","правознавство",0,0,2,0,0,50
"Бердянський державний педагогічний університет","код спец-ті: 6.030504","економіка підприємства",0,0,2,0,0,100
"Бердянський державний педагогічний університет","код спец-ті: 6.030508","фінанси і кредит",0,0,10,0,0,100
"Білоцерківська філія Вищого навчального закладу ""Одеська державна академія технічного регулювання та якості""","код спец-ті: 152","метрологія та інформаційно-вимірювальна техніка",0,0,30,0,0,100
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 029","інформаційна, бібліотечна та архівна справа",0,0,0,2,0,0
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 053","психологія",0,0,0,7,0,0
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,1,0,50
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 081","право",0,0,0,4,0,0
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 6.020105","документознавство та інформаційна діяльність",0,0,11,0,0,100
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 6.030102","психологія",0,0,1,0,0,100
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 6.030401","правознавство",0,0,14,0,0,100
"Білоцерківський інститут економіки та управління вищого навчального закладу «Відкритий міжнародний університет розвитку людини «Україна»","код спец-ті: 6.030508","фінанси і кредит",0,0,5,0,0,100
"Білоцерківський інститут неперервної професійної освіти","код спец-ті: 053","психологія",0,0,13,0,0,100
"Білоцерківський коледж фінансів, обліку та аудиту Національної академії статистики, обліку та аудиту","код спец-ті: 071","облік і оподаткування",0,0,1,0,0,100
"Білоцерківський коледж фінансів, обліку та аудиту Національної академії статистики, обліку та аудиту","код спец-ті: 6.030509","облік і аудит",0,0,31,0,0,100
"Білоцерківський національний аграрний університет","код спец-ті: 035","філологія",0,0,4,45,0,8.16
"Білоцерківський національний аграрний університет","код спец-ті: 051","економіка",3,1,11,8,75,57.89
"Білоцерківський національний аграрний університет","код спец-ті: 071","облік і оподаткування",6,2,6,21,75,22.22
"Білоцерківський національний аграрний університет","код спец-ті: 072","фінанси, банківська справа та страхування",7,1,22,13,87.5,62.86
"Білоцерківський національний аграрний університет","код спец-ті: 073","менеджмент",5,2,24,17,71.43,58.54
"Білоцерківський національний аграрний університет","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",3,1,6,20,75,23.08
"Білоцерківський національний аграрний університет","код спец-ті: 081","право",5,7,43,31,41.67,57.33
"Білоцерківський національний аграрний університет","код спец-ті: 101","екологія",5,4,29,25,55.56,53.7
"Білоцерківський національний аграрний університет","код спец-ті: 181","харчові технології",15,15,32,8,50,80
"Білоцерківський національний аграрний університет","код спец-ті: 193","геодезія та землеустрій",15,8,7,12,65.22,36.84
"Білоцерківський національний аграрний університет","код спец-ті: 201","агрономія",80,66,74,41,54.79,64.35
"Білоцерківський національний аграрний університет","код спец-ті: 204","технологія виробництва та переробки продукції тваринництва",55,46,28,17,54.46,62.22
"Білоцерківський національний аграрний університет","код спец-ті: 205","лісове господарство",10,10,14,9,50,60.87
"Білоцерківський національний аграрний університет","код спец-ті: 206","садово-паркове господарство",5,10,3,16,33.33,15.79
"Білоцерківський національний аграрний університет","код спец-ті: 207","водні біоресурси та аквакультура",10,14,13,16,41.67,44.83
"Білоцерківський національний аграрний університет","код спец-ті: 211","ветеринарна медицина",75,0,0,0,100,
"Білоцерківський національний аграрний університет","код спец-ті: 281","публічне управління та адміністрування",0,1,9,29,0,23.68
"Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу","код спец-ті: 051","економіка",0,0,27,0,0,100
"Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",20,0,26,0,100,96.3
"Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу","код спец-ті: 144","теплоенергетика",15,0,2,0,100,100
"Вищий державний навчальний заклад України ""Буковинський державний медичний університет""","код спец-ті: 223","медсестринство",0,0,36,0,0,100
"Вищий державний навчальний заклад України ""Буковинський державний медичний університет""","код спец-ті: 224","технології медичної діагностики та лікування",0,0,0,4,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 022","дизайн",0,0,3,6,0,33.33
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 035","філологія",0,0,7,15,0,31.82
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 053","психологія",0,0,4,5,0,44.44
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 061","журналістика",0,0,0,28,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 071","облік і оподаткування",0,0,1,1,0,50
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,5,0,16.67
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 073","менеджмент",0,0,2,8,0,20
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 075","маркетинг",0,0,0,7,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 081","право",0,0,0,16,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 091","біологія",0,0,4,7,0,36.36
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 121","інженерія програмного забезпечення",0,0,2,6,0,25
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 122","комп'ютерні науки",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 123","комп’ютерна інженерія",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 181","харчові технології",0,0,0,2,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 226","фармація",0,0,5,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 226","фармація, промислова фармація",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 227","фізична реабілітація",0,0,9,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 227","фізична терапія, ерготерапія",0,0,0,7,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 231","соціальна робота",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 242","туризм",0,0,2,15,0,11.76
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 274","автомобільний транспорт",0,0,9,3,0,75
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 281","публічне управління та адміністрування",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,0,0,3,0,0
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.020105","документознавство та інформаційна діяльність",0,0,9,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.020207","дизайн",0,0,3,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030301","журналістика",0,0,5,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030303","видавнича справа та редагування",0,0,7,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030401","правознавство",0,0,36,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030507","маркетинг",0,0,8,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030509","облік і аудит",0,0,8,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.030601","менеджмент",0,0,5,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.050103","програмна інженерія",0,0,35,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.051301","хімічна технологія",0,0,10,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.051501","видавничо-поліграфічна справа",0,0,5,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.051701","харчові технології та інженерія",0,0,16,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.070106","автомобільний транспорт",0,0,31,0,0,100
"Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""","код спец-ті: 6.140103","туризм",0,0,23,0,0,100
"Вищий навчальний заклад ""Київська Академія перукарського мистецтва""","код спец-ті: 022","дизайн",0,0,4,41,0,8.89
"Вищий навчальний заклад ""Київський університет ринкових відносин"" у формі товариства з обмеженою відповідальністю","код спец-ті: 071","облік і оподаткування",0,0,0,1,0,0
"Вищий навчальний заклад ""Київський університет ринкових відносин"" у формі товариства з обмеженою відповідальністю","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,9,1,0,90
"Вищий навчальний заклад ""Київський університет ринкових відносин"" у формі товариства з обмеженою відповідальністю","код спец-ті: 073","менеджмент",0,0,8,6,0,57.14
"Вищий навчальний заклад ""Київський університет ринкових відносин"" у формі товариства з обмеженою відповідальністю","код спец-ті: 075","маркетинг",0,0,11,2,0,84.62
"Вищий навчальний заклад ""Київський університет ринкових відносин"" у формі товариства з обмеженою відповідальністю","код спец-ті: 081","право",0,0,75,3,0,96.15
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 071","облік і оподаткування",0,0,8,1,0,88.89
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,4,3,0,44.44
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 123","комп’ютерна інженерія",0,0,6,0,0,75
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 227","фізична реабілітація",0,0,5,0,0,100
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 227","фізична терапія, ерготерапія",0,0,0,3,0,0
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 274","автомобільний транспорт",0,0,38,0,0,100
"Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""","код спец-ті: 6.070106","автомобільний транспорт",0,0,2,0,0,100
"Вищий навчальний заклад ""Одеська державна академія технічного регулювання та якості""","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",4,0,4,0,100,100
"Вищий навчальний заклад ""Одеська державна академія технічного регулювання та якості""","код спец-ті: 152","метрологія та інформаційно-вимірювальна техніка",15,2,77,2,88.24,97.47
"Вищий навчальний заклад ""Одеська державна академія технічного регулювання та якості""","код спец-ті: 171","електроніка",10,0,10,1,100,90.91
"Вищий навчальний заклад ""Приватне акціонерне товариство ""Волинський інститут економіки та менеджменту""","код спец-ті: 073","менеджмент",0,0,2,0,0,100
"Вищий навчальний заклад ""Приватне акціонерне товариство ""Львівський інститут менеджменту""","код спец-ті: 073","менеджмент",0,0,2,8,0,20
"Вищий навчальний заклад ""Приватне акціонерне товариство ""Львівський інститут менеджменту""","код спец-ті: 075","маркетинг",0,0,0,18,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 032","історія та археологія",0,0,0,19,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 034","культурологія",0,0,0,20,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 035","філологія",0,0,0,29,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 041","богослов’я",0,0,0,55,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 052","політологія",0,0,0,39,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 053","психологія",0,0,0,30,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 054","соціологія",0,0,0,29,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 122","комп'ютерні науки",0,0,0,48,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 124","системний аналіз",0,0,0,26,0,0
"Вищий навчальний заклад ""Український католицький університет""","код спец-ті: 231","соціальна робота",0,0,0,26,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 051","економіка",0,0,0,6,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 053","психологія",0,0,0,68,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 056","міжнародні економічні відносини",0,0,1,0,0,100
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 071","облік і оподаткування",0,0,0,2,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,16,0,5.88
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 073","менеджмент",0,0,1,13,0,7.14
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 075","маркетинг",0,0,0,24,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,0,0,4,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 081","право",0,0,0,60,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 122","комп'ютерні науки",0,0,0,58,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 122","комп’ютерні науки та інформаційні технології",0,0,6,0,0,100
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 242","туризм",0,0,3,30,0,9.09
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,0,0,7,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 292","міжнародні економічні відносини",0,0,0,16,0,0
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 6.030102","психологія",0,0,1,0,0,100
"Вищий навчальний заклад ""Університет економіки та права ""КРОК""","код спец-ті: 6.030204","міжнародна інформація",0,0,3,0,0,100
