"spec","vnz","x1","y1","ms_un_perc_bud","x2","y2","ms_un_perc_cont"
"012 дошкільна освіта","""Закарпатський угорський інститут імені Ференца Ракоці ІІ""",0,,0,15,14,51.72
"012 дошкільна освіта","Дрогобицький державний педагогічний університет імені Івана Франка",10,20,33.33,21,7,75
"012 дошкільна освіта","Полтавський національний педагогічний університет імені В.Г. Короленка",12,14,46.15,60,47,56.07
"012 дошкільна освіта","Київський університет імені Бориса Грінченка",0,,0,30,9,76.92
"012 дошкільна освіта","Чернівецький національний університет імені Юрія Федьковича",1,7,12.5,47,19,71.21
"012 дошкільна освіта","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",3,13,18.75,28,74,27.45
"012 дошкільна освіта","Черкаський національний університет імені Богдана Хмельницького",3,17,15,15,15,50
"012 дошкільна освіта","Ніжинський державний університет імені Миколи Гоголя",2,11,15.38,11,12,47.83
"012 дошкільна освіта","Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""",35,25,58.33,46,4,92
"012 дошкільна освіта","Державний вищий навчальний заклад ""Донбаський державний педагогічний університет""",25,26,49.02,60,18,76.92
"012 дошкільна освіта","Східноєвропейський національний університет імені Лесі Українки",17,21,44.74,17,7,70.83
"012 дошкільна освіта","Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради",28,27,50.91,26,9,74.29
"012 дошкільна освіта","Харківський національний педагогічний університет імені Г.С. Сковороди",15,22,40.54,15,37,28.85
"012 дошкільна освіта","Миколаївський національний університет імені В.О. Сухомлинського",14,15,48.28,26,31,45.61
"012 дошкільна освіта","Кременчуцька філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,16,0,100
"012 дошкільна освіта","Кременецька обласна гуманітарно-педагогічна академія ім. Тараса Шевченка",5,20,20,49,20,71.01
"012 дошкільна освіта","Рівненський державний гуманітарний університет",15,41,26.79,41,34,54.67
"012 дошкільна освіта","Уманський державний педагогічний університет імені Павла Тичини",45,17,72.58,84,42,66.67
"012 дошкільна освіта","Тернопільський національний педагогічний університет імені Володимира Гнатюка",7,8,46.67,2,10,16.67
"012 дошкільна освіта","Кам'янець-Подільський національний університет імені Івана Огієнка",20,22,47.62,7,20,25.93
"012 дошкільна освіта","Хмельницька гуманітарно-педагогічна академія",20,15,57.14,43,8,84.31
"012 дошкільна освіта","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»",20,17,54.05,40,104,27.78
"012 дошкільна освіта","Вінницький державний педагогічний університет імені Михайла Коцюбинського",10,23,30.3,15,26,36.59
"012 дошкільна освіта","Барська філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,2,0,100
"012 дошкільна освіта","Чернігівський національний педагогічний університет імені Т.Г. Шевченка",5,13,27.78,8,4,66.67
"012 дошкільна освіта","Центральноукраїнський державний педагогічний університет імені Володимира Винниченка (Кіровоградський державний педагогічний університет імені Володимира Винниченка)",0,,0,11,22,33.33
"012 дошкільна освіта","Ізмаїльський державний гуманітарний університет",8,11,42.11,1,0,100
"012 дошкільна освіта","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",18,27,40,30,6,83.33
"012 дошкільна освіта","Бердянський державний педагогічний університет",0,,0,50,55,47.62
"012 дошкільна освіта","Національний педагогічний університет імені М.П. Драгоманова",19,11,63.33,32,75,29.91
"012 дошкільна освіта","Житомирський державний університет імені Івана Франка",5,18,21.74,28,32,46.67
"012 дошкільна освіта","Відокремлений підрозділ «Кадіївський педагогічний коледж Луганського національного університету імені Тараса Шевченка»",0,,0,5,0,100
"012 дошкільна освіта","Херсонський державний університет",10,14,41.67,19,29,39.58
"012 дошкільна освіта","Маріупольський державний університет",0,,0,5,51,8.93
"012 дошкільна освіта","Державний вищий навчальний заклад ""Криворізький державний педагогічний університет""",15,17,46.88,28,45,38.36
"012 дошкільна освіта","Сумський державний педагогічний університет імені А.С. Макаренка",5,17,22.73,6,14,30
"012 дошкільна освіта","Глухівський національний педагогічний університет імені Олександра Довженка",20,11,64.52,26,3,89.66
"012 дошкільна освіта","Мукачівський державний університет",15,11,57.69,16,40,28.57
"012 дошкільна освіта","Сумська філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,26,0,100
"012 дошкільна освіта","Приватна установа ""Вищий навчальний заклад ""Міжнародний гуманітарно-педагогічний інститут ""Бейт-Хана""",0,,0,3,0,100
"012 дошкільна освіта","Мелітопольський державний педагогічний університет імені Богдана Хмельницького",37,19,66.07,38,10,79.17
"013 початкова освіта","Кам'янець-Подільський національний університет імені Івана Огієнка",5,42,10.64,13,10,56.52
"013 початкова освіта","Державний вищий навчальний заклад ""Донбаський державний педагогічний університет""",20,29,40.82,31,14,68.89
"013 початкова освіта","Дрогобицький державний педагогічний університет імені Івана Франка",14,41,25.45,69,8,89.61
"013 початкова освіта","Полтавський національний педагогічний університет імені В.Г. Короленка",16,32,33.33,29,35,45.31
"013 початкова освіта","Житомирський державний університет імені Івана Франка",0,,0,32,13,71.11
"013 початкова освіта","Чернівецький національний університет імені Юрія Федьковича",9,15,37.5,80,37,68.38
"013 початкова освіта","Миколаївський національний університет імені В.О. Сухомлинського",26,17,60.47,35,34,50.72
"013 початкова освіта","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",0,,0,9,88,9.28
"013 початкова освіта","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»",19,15,55.88,41,54,43.16
"013 початкова освіта","Черкаський національний університет імені Богдана Хмельницького",25,17,59.52,12,27,30.77
"013 початкова освіта","Ніжинський державний університет імені Миколи Гоголя",10,8,55.56,1,6,14.29
"013 початкова освіта","Державний вищий навчальний заклад ""Криворізький державний педагогічний університет""",0,,0,27,34,44.26
"013 початкова освіта","Кременчуцька філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,17,0,100
"013 початкова освіта","Центральноукраїнський державний педагогічний університет імені Володимира Винниченка (Кіровоградський державний педагогічний університет імені Володимира Винниченка)",14,26,35,15,20,42.86
"013 початкова освіта","Київський університет імені Бориса Грінченка",0,,0,5,9,35.71
"013 початкова освіта","Барська філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,11,0,100
"013 початкова освіта","Рівненський державний гуманітарний університет",28,35,44.44,44,16,73.33
"013 початкова освіта","Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""",49,27,64.47,34,0,100
"013 початкова освіта","Сумський державний педагогічний університет імені А.С. Макаренка",12,12,50,15,12,55.56
"013 початкова освіта","Вінницький державний педагогічний університет імені Михайла Коцюбинського",9,29,23.68,15,43,25.86
"013 початкова освіта","Тернопільський національний педагогічний університет імені Володимира Гнатюка",21,19,52.5,52,16,76.47
"013 початкова освіта","Мукачівський державний університет",20,11,64.52,61,27,69.32
"013 початкова освіта","Харківський національний педагогічний університет імені Г.С. Сковороди",14,23,37.84,10,39,20.41
"013 початкова освіта","Уманський державний педагогічний університет імені Павла Тичини",41,21,66.13,88,22,80
"013 початкова освіта","Сумська філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,19,0,100
"013 початкова освіта","Хмельницька гуманітарно-педагогічна академія",50,18,73.53,38,3,92.68
"013 початкова освіта","Коломийський навчально-науковий інститут Прикарпатського національного університету імені Василя Стефаника",0,,0,7,14,33.33
"013 початкова освіта","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",27,28,49.09,32,6,84.21
"013 початкова освіта","Чернігівський національний педагогічний університет імені Т.Г. Шевченка",5,50,9.09,9,11,45
"013 початкова освіта","Мелітопольський державний педагогічний університет імені Богдана Хмельницького",25,13,65.79,28,22,56
"013 початкова освіта","""Закарпатський угорський інститут імені Ференца Ракоці ІІ""",0,,0,15,5,75
"013 початкова освіта","Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради",30,27,52.63,46,5,90.2
"013 початкова освіта","Відокремлений підрозділ «Кадіївський педагогічний коледж Луганського національного університету імені Тараса Шевченка»",0,,0,2,0,100
"013 початкова освіта","Національний педагогічний університет імені М.П. Драгоманова",30,24,55.56,9,38,19.15
"013 початкова освіта","Херсонський державний університет",15,30,33.33,19,36,34.55
"013 початкова освіта","Бердянський державний педагогічний університет",20,21,48.78,79,26,75.24
"013 початкова освіта","Ізмаїльський державний гуманітарний університет",22,12,64.71,14,6,70
"013 початкова освіта","Східноєвропейський національний університет імені Лесі Українки",10,29,25.64,31,12,72.09
"013 початкова освіта","Глухівський національний педагогічний університет імені Олександра Довженка",15,18,45.45,8,0,100
"014 середня освіта","Приватний вищий навчальний заклад ""Академія рекреаційних технологій і права""",0,,0,21,15,58.33
"014 середня освіта","Дніпропетровський національний університет імені Олеся Гончара",3,34,8.11,13,21,38.24
"014 середня освіта","Полтавський національний педагогічний університет імені В.Г. Короленка",5,179,2.72,73,130,35.96
"014 середня освіта","Кременчуцька філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,15,0,100
"014 середня освіта","Таврійський національний університет імені В.І.Вернадського",0,,0,1,4,20
"014 середня освіта","Хмельницький національний університет",10,48,17.24,6,36,14.29
"014 середня освіта","Державний вищий навчальний заклад ""Криворізький державний педагогічний університет""",0,,0,37,190,16.3
"014 середня освіта","Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""",85,216,28.24,153,32,82.7
"014 середня освіта","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",12,159,7.02,35,124,22.01
"014 середня освіта","Державний вищий навчальний заклад ""Ужгородський національний університет""",0,,0,15,161,8.52
"014 середня освіта","Горлівський інститут іноземних мов Державного вищого навчального закладу ""Донбаський державний педагогічний університет""",39,101,27.86,0,,0
"014 середня освіта","Державний вищий навчальний заклад ""Донбаський державний педагогічний університет""",39,111,26,30,53,36.14
"014 середня освіта","Уманський державний педагогічний університет імені Павла Тичини",115,130,46.94,300,227,56.93
"014 середня освіта","Національний університет фізичного виховання і спорту України",0,,0,3,50,5.66
"014 середня освіта","""Класичний приватний університет""",0,,0,6,3,66.67
"014 середня освіта","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»",18,151,10.65,74,206,26.43
"014 середня освіта","Херсонський державний університет",10,147,6.37,13,106,10.92
"014 середня освіта","Хмельницька гуманітарно-педагогічна академія",16,50,24.24,7,10,41.18
"014 середня освіта","Мелітопольський державний педагогічний університет імені Богдана Хмельницького",65,95,40.62,54,67,44.63
"014 середня освіта","Миколаївський національний університет імені В.О. Сухомлинського",0,,0,61,78,43.88
"014 середня освіта","Дрогобицький державний педагогічний університет імені Івана Франка",37,162,18.59,108,99,52.17
"014 середня освіта","Харківський національний педагогічний університет імені Г.С. Сковороди",7,182,3.7,39,194,16.74
"014 середня освіта","Житомирський державний університет імені Івана Франка",8,150,5.06,39,128,23.35
"014 середня освіта","Центральноукраїнський державний педагогічний університет імені Володимира Винниченка (Кіровоградський державний педагогічний університет імені Володимира Винниченка)",32,197,13.97,43,115,27.22
"014 середня освіта","Коломийський навчально-науковий інститут Прикарпатського національного університету імені Василя Стефаника",0,,0,2,22,8.33
"014 середня освіта","Сумський державний педагогічний університет імені А.С. Макаренка",14,131,9.66,53,72,42.4
"014 середня освіта","Черкаський національний університет імені Богдана Хмельницького",5,118,4.07,12,72,14.29
"014 середня освіта","Мукачівський державний університет",5,12,29.41,21,20,51.22
"014 середня освіта","""Закарпатський угорський інститут імені Ференца Ракоці ІІ""",0,,0,18,87,17.14
"014 середня освіта","Маріупольський державний університет",0,,0,6,33,15.38
"014 середня освіта","Барська філія Глухівського національного педагогічного університету імені Олександра Довженка",0,,0,14,0,100
"014 середня освіта","Кременецька обласна гуманітарно-педагогічна академія ім. Тараса Шевченка",27,95,22.13,56,46,54.9
"014 середня освіта","Тернопільський національний педагогічний університет імені Володимира Гнатюка",56,227,19.79,43,89,32.58
"014 середня освіта","Львівський державний університет фізичної культури",0,,0,4,17,19.05
"014 середня освіта","Чернівецький національний університет імені Юрія Федьковича",6,182,3.19,35,133,20.83
"014 середня освіта","Чернігівський національний педагогічний університет імені Т.Г. Шевченка",32,160,16.67,36,60,37.5
"014 середня освіта","Ізмаїльський державний гуманітарний університет",49,76,39.2,15,24,38.46
"014 середня освіта","Запорізький національний університет",0,,0,9,6,60
"014 середня освіта","Ніжинський державний університет імені Миколи Гоголя",14,97,12.61,22,37,37.29
"014 середня освіта","Відокремлений підрозділ «Кадіївський педагогічний коледж Луганського національного університету імені Тараса Шевченка»",0,,0,1,0,100
"014 середня освіта","Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради",43,53,44.79,0,,0
"014 середня освіта","Кам'янець-Подільський національний університет імені Івана Огієнка",20,160,11.11,69,100,40.83
"014 середня освіта","Бердянський державний педагогічний університет",0,,0,40,87,31.5
"014 середня освіта","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",25,129,16.23,66,33,66.67
"014 середня освіта","Національний педагогічний університет імені М.П. Драгоманова",29,227,11.33,24,114,17.39
"014 середня освіта","Східноєвропейський національний університет імені Лесі Українки",25,176,12.44,30,57,34.48
"014 середня освіта","Вінницький державний педагогічний університет імені Михайла Коцюбинського",10,224,4.27,76,198,27.74
"014 середня освіта","Глухівський національний педагогічний університет імені Олександра Довженка",89,72,55.28,40,12,76.92
"014 середня освіта","Рівненський державний гуманітарний університет",30,157,16.04,39,58,40.21
"015 професійна освіта","Глухівський національний педагогічний університет імені Олександра Довженка",65,6,91.55,24,0,100
"015 професійна освіта","Луцький національний технічний університет",20,9,68.97,3,2,60
"015 професійна освіта","Національний університет біоресурсів і природокористування України",10,0,100,12,1,92.31
"015 професійна освіта","Східноукраїнський національний університет імені Володимира Даля",0,,0,7,0,100
"015 професійна освіта","Бердянський державний педагогічний університет",0,,0,8,18,30.77
"015 професійна освіта","Подільський державний аграрно-технічний університет",7,5,58.33,2,0,100
"015 професійна освіта","Національна металургійна академія України",5,0,100,19,0,100
"015 професійна освіта","Мукачівський державний університет",0,,0,3,5,37.5
"015 професійна освіта","Київський національний університет технологій та дизайну",6,9,40,5,5,50
"015 професійна освіта","Національний педагогічний університет імені М.П. Драгоманова",3,17,15,4,25,13.79
"015 професійна освіта","Рівненський державний гуманітарний університет",0,,0,2,11,15.38
"015 професійна освіта","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",10,4,71.43,0,,0
"015 професійна освіта","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",51,18,73.91,18,12,60
"015 професійна освіта","Державний вищий навчальний заклад ""Криворізький національний університет""",5,13,27.78,6,4,60
"015 професійна освіта","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»",0,,0,4,10,28.57
"015 професійна освіта","Київський національний університет будівництва і архітектури",0,,0,4,3,57.14
"015 професійна освіта","Дрогобицький державний педагогічний університет імені Івана Франка",5,8,38.46,0,,0
"015 професійна освіта","Уманський державний педагогічний університет імені Павла Тичини",23,11,67.65,16,23,41.03
"015 професійна освіта","Навчально-науковий професійно-педагогічний інститут Української інженерно- педагогічної академії ( м.Бахмут)",11,7,61.11,59,26,69.41
"015 професійна освіта","Українська інженерно-педагогічна академія",51,55,48.11,58,68,46.03
"015 професійна освіта","Тернопільський національний педагогічний університет імені Володимира Гнатюка",43,26,62.32,3,1,75
"015 професійна освіта","Хмельницький національний університет",0,,0,6,9,40
"015 професійна освіта","Чернігівський національний педагогічний університет імені Т.Г. Шевченка",11,23,32.35,3,11,21.43
"015 професійна освіта","Харківський національний автомобільно-дорожній університет",0,,0,2,6,25
"015 професійна освіта","Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""",52,42,55.32,51,29,63.75
"016 спеціальна освіта","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",0,,0,12,3,80
"016 спеціальна освіта","Рівненський державний гуманітарний університет",0,,0,21,23,47.73
"016 спеціальна освіта","Сумський державний педагогічний університет імені А.С. Макаренка",0,,0,11,24,31.43
"016 спеціальна освіта","Полтавський національний педагогічний університет імені В.Г. Короленка",0,,0,7,19,26.92
"016 спеціальна освіта","Бердянський державний педагогічний університет",0,,0,40,47,45.98
"016 спеціальна освіта","Тернопільський національний педагогічний університет імені Володимира Гнатюка",0,,0,3,7,30
"016 спеціальна освіта","Національний педагогічний університет імені М.П. Драгоманова",0,,0,27,90,23.08
"016 спеціальна освіта","Ізмаїльський державний гуманітарний університет",5,5,50,4,2,66.67
"016 спеціальна освіта","Херсонський державний університет",0,,0,12,8,60
"016 спеціальна освіта","Запорізький національний технічний університет",0,,0,24,17,58.54
"016 спеціальна освіта","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»",0,,0,1,42,2.33
"016 спеціальна освіта","Київський університет імені Бориса Грінченка",0,,0,4,30,11.76
"016 спеціальна освіта","Дніпропетровський національний університет імені Олеся Гончара",0,,0,23,13,63.89
"016 спеціальна освіта","Державний вищий навчальний заклад ""Ужгородський національний університет""",0,,0,5,4,55.56
"016 спеціальна освіта","Полтавський інститут економіки і права вищого навчального закладу Відкритий міжнародний університет розвитку людини «Україна»",0,,0,10,1,90.91
"016 спеціальна освіта","Черкаський національний університет імені Богдана Хмельницького",0,,0,3,21,12.5
"016 спеціальна освіта","Центральноукраїнський державний педагогічний університет імені Володимира Винниченка (Кіровоградський державний педагогічний університет імені Володимира Винниченка)",0,,0,3,15,16.67
"016 спеціальна освіта","Комунальний вищий навчальний заклад «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради",5,22,18.52,3,5,37.5
"016 спеціальна освіта","Уманський державний педагогічний університет імені Павла Тичини",7,10,41.18,58,45,56.31
"016 спеціальна освіта","Державний вищий навчальний заклад ""Донбаський державний педагогічний університет""",0,,0,34,13,72.34
"016 спеціальна освіта","Миколаївський національний університет імені В.О. Сухомлинського",0,,0,10,22,31.25
"016 спеціальна освіта","Кам'янець-Подільський національний університет імені Івана Огієнка",2,16,11.11,51,78,39.53
"017 фізична культура і спорт","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",14,11,56,7,7,50
"017 фізична культура і спорт","Вінницький державний педагогічний університет імені Михайла Коцюбинського",0,,0,2,17,10.53
"017 фізична культура і спорт","Херсонський державний університет",15,10,60,0,,0
"017 фізична культура і спорт","Сумський державний університет",11,10,52.38,3,24,11.11
"017 фізична культура і спорт","Чернігівський національний педагогічний університет імені Т.Г. Шевченка",0,,0,2,21,8.7
"017 фізична культура і спорт","Полтавський національний педагогічний університет імені В.Г. Короленка",0,,0,43,31,58.11
"017 фізична культура і спорт","Миколаївський національний університет імені В.О. Сухомлинського",10,10,50,2,6,25
"017 фізична культура і спорт","Львівський державний університет фізичної культури",25,134,15.72,3,25,10.71
"017 фізична культура і спорт","Дніпропетровський державний інститут фізичної культури і спорту",10,73,12.05,3,30,9.09
"017 фізична культура і спорт","Кам'янець-Подільський національний університет імені Івана Огієнка",0,,0,2,24,7.69
"017 фізична культура і спорт","Національний університет фізичного виховання і спорту України",0,,0,35,279,11.15
"017 фізична культура і спорт","Запорізький національний технічний університет",0,,0,28,52,35
"017 фізична культура і спорт","Черкаський національний університет імені Богдана Хмельницького",0,,0,6,33,15.38
"017 фізична культура і спорт","Рівненський державний гуманітарний університет",0,,0,1,0,100
"017 фізична культура і спорт","Національний технічний університет ""Харківський політехнічний інститут""",5,10,33.33,2,11,15.38
"017 фізична культура і спорт","""Класичний приватний університет""",0,,0,2,6,25
"017 фізична культура і спорт","Івано-Франківський коледж фізичного виховання Національного університету фізичного виховання і спорту України",10,0,100,107,0,100
"017 фізична культура і спорт","Чорноморський національний університет імені Петра Могили",9,10,47.37,9,57,13.64
"017 фізична культура і спорт","Чернівецький національний університет імені Юрія Федьковича",3,7,30,6,60,9.09
"017 фізична культура і спорт","Харківський національний педагогічний університет імені Г.С. Сковороди",0,,0,1,13,7.14
"017 фізична культура і спорт","Запорізький національний університет",0,,0,5,75,6.25
"017 фізична культура і спорт","Харківська державна академія фізичної культури",49,150,24.62,33,61,35.11
"017 фізична культура і спорт","Національний університет кораблебудування імені адмірала Макарова",15,29,34.09,0,,0
"017 фізична культура і спорт","Сумський державний педагогічний університет імені А.С. Макаренка",0,,0,2,15,11.76
"017 фізична культура і спорт","Ізмаїльський державний гуманітарний університет",0,,0,1,2,33.33
"017 фізична культура і спорт","Таврійський національний університет імені В.І.Вернадського",2,6,25,2,4,33.33
"017 фізична культура і спорт","Київський університет імені Бориса Грінченка",0,,0,2,46,4.17
"021 аудіовізуальне мистецтво та виробництво","Відокремлений підрозділ ""Львівська філія Київського національного університету культури і мистецтв""",0,,0,8,5,61.54
"021 аудіовізуальне мистецтво та виробництво","Київський національний університет театру, кіно і телебачення імені І.К. Карпенка-Карого",0,,0,21,67,23.86
"021 аудіовізуальне мистецтво та виробництво","Міжнародний гуманітарний університет",0,,0,2,19,9.52
"021 аудіовізуальне мистецтво та виробництво","Приватний вищий навчальний заклад ""Київський університет культури""",0,,0,35,175,16.67
"022 дизайн","Вищий навчальний заклад ""Київська Академія перукарського мистецтва""",0,,0,4,41,8.89
"022 дизайн","Косівський інститут прикладного та декоративного мистецтва Львівської національної академії мистецтв",8,7,53.33,2,0,100
"022 дизайн","Відокремлений підрозділ ""Дніпровський факультет менеджменту і бізнесу Київського університету культури""",0,,0,13,43,23.21
"022 дизайн","Приватний вищий навчальний заклад ""Київський університет культури""",0,,0,15,65,18.75
"022 дизайн","Харківська державна академія дизайну і мистецтв",10,58,14.71,20,112,15.15
"022 дизайн","Черкаський державний технологічний університет",4,4,50,10,22,31.25
"022 дизайн","Комунальний вищий навчальний заклад «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради",15,25,37.5,2,10,16.67
"022 дизайн","Запорізький національний університет",0,,0,10,28,26.32
"022 дизайн","Міжнародний гуманітарний університет",0,,0,20,18,52.63
"022 дизайн","Київський національний університет будівництва і архітектури",9,20,31.03,1,61,1.61
"022 дизайн","Державний вищий навчальний заклад ""Національний лісотехнічний університет України""",7,7,50,2,17,10.53
"022 дизайн","Закарпатська академія мистецтв",4,5,44.44,7,17,29.17
"022 дизайн","Національний університет ""Львівська політехніка""",1,25,3.85,14,54,20.59
"022 дизайн","Херсонський національний технічний університет",4,12,25,0,,0
"022 дизайн","Українська академія друкарства",10,10,50,25,33,43.1
"022 дизайн","Луцький національний технічний університет",7,8,46.67,24,19,55.81
"022 дизайн","Вищий навчальний заклад Інститут реклами (у формі товариства з обмеженою відповідальністю)",0,,0,11,9,55
"022 дизайн","Державний заклад ""Луганський національний університет імені Тараса Шевченка""",10,9,52.63,0,,0
"022 дизайн","Національна академія керівних кадрів культури і мистецтв",0,,0,21,42,33.33
"022 дизайн","Київський університет імені Бориса Грінченка",0,,0,6,31,16.22
"022 дизайн","Тернопільський національний педагогічний університет імені Володимира Гнатюка",3,2,60,7,10,41.18
"022 дизайн","Львівська національна академія мистецтв",0,,0,23,63,26.74
"022 дизайн","Харківський національний педагогічний університет імені Г.С. Сковороди",0,,0,5,8,38.46
"022 дизайн","Київський національний університет технологій та дизайну",15,36,29.41,25,126,16.56
"022 дизайн","Національний авіаційний університет",7,17,29.17,0,,0
"022 дизайн","Економіко-гуманітарний факультет Запорізького національного університету у м.Мелітополі Запорізької області",0,,0,1,7,12.5
"022 дизайн","Київський державний інститут декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука",0,,0,26,46,36.11
"022 дизайн","Відокремлений підрозділ ""Миколаївський факультет менеджменту і бізнесу Київського університету культури""",0,,0,18,56,24.32
"022 дизайн","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,3,6,33.33
