"spec","vnz","x1","y1","ms_un_perc_bud","x2","y2","ms_un_perc_cont"
"6.050102 комп’ютерна інженерія","Одеський національний політехнічний університет",8,0,100,3,0,100
"6.050102 комп’ютерна інженерія","Харківський національний університет радіоелектроніки",0,,0,13,0,100
"6.050102 комп’ютерна інженерія","Миколаївський міжрегіональний інститут розвитку людини Вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,3,0,100
"6.050102 комп’ютерна інженерія","Державний університет телекомунікацій",0,,0,90,0,100
"6.050102 комп’ютерна інженерія","Горлівський регіональний інститут вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,2,0,100
"6.050102 комп’ютерна інженерія","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",0,,0,1,0,100
"6.050103 програмна інженерія","Національний педагогічний університет імені М.П. Драгоманова",0,,0,2,0,100
"6.050103 програмна інженерія","Івано-Франківська філія Вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,10,0,100
"6.050103 програмна інженерія","Національний технічний університет ""Харківський політехнічний інститут""",3,0,100,1,0,100
"6.050103 програмна інженерія","Дніпровський державний технічний університет",0,,0,7,0,100
"6.050103 програмна інженерія","Запорізька державна інженерна академія",0,,0,2,0,100
"6.050103 програмна інженерія","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",0,,0,3,0,100
"6.050103 програмна інженерія","Приватне акціонерне товариство ""Приватний вищий навчальний заклад ""Запорізький інститут економіки та інформаційних технологій""",0,,0,15,0,100
"6.050103 програмна інженерія","Приватний вищий навчальний заклад ""Галицька Академія""",0,,0,7,0,100
"6.050103 програмна інженерія","Державний університет телекомунікацій",0,,0,32,0,100
"6.050103 програмна інженерія","Державний вищий навчальний заклад ""Донецький національний технічний університет""",1,0,100,0,,0
"6.050103 програмна інженерія","Державний університет інфраструктури та технологій",0,,0,13,0,100
"6.050103 програмна інженерія","Національний університет ""Львівська політехніка""",5,0,100,8,0,100
"6.050103 програмна інженерія","Приватне акціонерне товариство ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""",0,,0,26,0,100
"6.050103 програмна інженерія","Одеський національний політехнічний університет",3,0,100,3,0,100
"6.050103 програмна інженерія","""Класичний приватний університет""",0,,0,12,0,100
"6.050103 програмна інженерія","Запорізький національний університет",0,,0,7,0,100
"6.050103 програмна інженерія","Приватний вищий навчальний заклад ""Європейський університет""",0,,0,11,0,100
"6.050103 програмна інженерія","Харківський національний університет радіоелектроніки",0,,0,1,0,100
"6.050103 програмна інженерія","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,35,0,100
"6.050103 програмна інженерія","Приватний вищий навчальний заклад ""Міжнародний науково-технічний університет імені академіка Юрія Бугая""",0,,0,23,0,100
"6.050103 програмна інженерія","Приватний вищий навчальний заклад Івано-Франківський університет права імені Короля Данила Галицького",0,,0,18,0,100
"6.050103 програмна інженерія","Херсонський національний технічний університет",0,,0,2,0,100
"6.050103 програмна інженерія","Національний авіаційний університет",0,,0,4,0,100
"6.050201 системна інженерія","Державний вищий навчальний заклад ""Донецький національний технічний університет""",2,0,100,0,,0
"6.050201 системна інженерія","Сумський державний університет",2,0,100,2,0,100
"6.050201 системна інженерія","Харківський національний університет радіоелектроніки",0,,0,1,0,100
"6.050201 системна інженерія","Одеський національний політехнічний університет",4,0,100,0,,0
"6.050201 системна інженерія","Шосткинський інститут Сумського державного університету",1,0,100,2,0,100
"6.050201 системна інженерія","Національний авіаційний університет",0,,0,10,0,100
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Національний технічний університет ""Харківський політехнічний інститут""",6,0,100,0,,0
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",0,,0,1,0,100
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,5,0,100
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Одеська національна академія харчових технологій",0,,0,9,0,100
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Національний університет харчових технологій",0,,0,7,0,100
"6.050202 автоматизація та комп’ютерно-інтегровані технології","Херсонський національний технічний університет",0,,0,3,0,100
"6.050301 гірництво","Державний вищий навчальний заклад ""Донецький національний технічний університет""",0,,0,2,0,100
"6.050304 нафтогазова справа","Приватний вищий навчальний заклад ""Міжнародний науково-технічний університет імені академіка Юрія Бугая""",0,,0,1,0,100
"6.050401 металургія","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,20,0,100
"6.050401 металургія","Дніпровський державний технічний університет",0,,0,4,0,100
"6.050401 металургія","Запорізька державна інженерна академія",0,,0,14,0,100
"6.050403 інженерне матеріалознавство","Сумський державний університет",1,0,100,0,,0
"6.050501 прикладна механіка","Національний технічний університет ""Харківський політехнічний інститут""",4,0,100,0,,0
"6.050501 прикладна механіка","Одеський національний політехнічний університет",1,0,100,0,,0
"6.050502 інженерна механіка","Сумський державний університет",2,0,100,0,,0
"6.050502 інженерна механіка","Одеський національний політехнічний університет",1,0,100,0,,0
"6.050502 інженерна механіка","Херсонський національний технічний університет",0,,0,1,0,100
"6.050502 інженерна механіка","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,20,0,100
"6.050502 інженерна механіка","Одеська національна академія харчових технологій",0,,0,2,0,100
"6.050502 інженерна механіка","Національний університет харчових технологій",0,,0,3,0,100
"6.050502 інженерна механіка","Державний вищий навчальний заклад ""Донецький національний технічний університет""",1,0,100,0,,0
"6.050502 інженерна механіка","Дніпровський державний технічний університет",0,,0,3,0,100
"6.050502 інженерна механіка","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,2,0,100
"6.050503 машинобудування","Харківський національний технічний університет сільського господарства імені Петра Василенка",0,,0,7,0,100
"6.050503 машинобудування","Державний вищий навчальний заклад ""Донецький національний технічний університет""",1,0,100,0,,0
"6.050503 машинобудування","Чернівецький факультет Національного технічного університету «Харківський політехнічний інститут»",0,,0,5,3,62.5
"6.050503 машинобудування","Національний технічний університет ""Харківський політехнічний інститут""",10,0,100,0,,0
"6.050503 машинобудування","Національний університет біоресурсів і природокористування України",6,0,100,0,,0
"6.050503 машинобудування","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,34,0,100
"6.050503 машинобудування","Харківський національний автомобільно-дорожній університет",0,,0,58,0,100
"6.050503 машинобудування","Запорізька державна інженерна академія",0,,0,5,0,100
"6.050503 машинобудування","Дніпровський державний технічний університет",0,,0,8,0,100
"6.050503 машинобудування","Сумський державний університет",3,0,100,0,,0
"6.050503 машинобудування","Таврійський державний агротехнологічний університет",0,,0,2,0,100
"6.050503 машинобудування","Харківський національний університет будівництва та архітектури",0,,0,3,0,100
"6.050503 машинобудування","Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне)",0,,0,25,0,100
"6.050503 машинобудування","Мукачівський державний університет",0,,0,5,0,100
"6.050503 машинобудування","Шосткинський інститут Сумського державного університету",0,,0,1,0,100
"6.050503 машинобудування","Вінницький національний аграрний університет",0,,0,73,0,100
"6.050503 машинобудування","Національний університет харчових технологій",0,,0,12,0,100
"6.050503 машинобудування","Криворізький металургійний інститут Національної металургійної академії України",0,,0,2,0,100
"6.050504 зварювання","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,26,0,100
"6.050504 зварювання","Дніпровський державний технічний університет",0,,0,7,0,100
"6.050504 зварювання","Харківський національний автомобільно-дорожній університет",0,,0,3,0,100
"6.050601 теплоенергетика","Українська інженерно-педагогічна академія",0,,0,10,0,100
"6.050601 теплоенергетика","Дніпровський державний технічний університет",0,,0,4,0,100
"6.050601 теплоенергетика","Сумський державний університет",4,0,100,0,,0
"6.050601 теплоенергетика","Запорізька державна інженерна академія",0,,0,11,0,100
"6.050602 гідроенергетика","Запорізька державна інженерна академія",0,,0,8,0,100
"6.050604 енергомашинобудування","Сумський державний університет",3,0,100,0,,0
"6.050604 енергомашинобудування","Національний університет харчових технологій",0,,0,2,0,100
"6.050604 енергомашинобудування","Одеська національна академія харчових технологій",0,,0,17,0,100
"6.050701 електротехніка та електротехнології","Херсонський національний технічний університет",0,,0,1,0,100
"6.050701 електротехніка та електротехнології","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,34,0,100
"6.050701 електротехніка та електротехнології","Одеська національна академія харчових технологій",0,,0,1,0,100
"6.050701 електротехніка та електротехнології","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,4,0,100
"6.050701 електротехніка та електротехнології","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,49,0,100
"6.050701 електротехніка та електротехнології","Сумський державний університет",2,0,100,0,,0
"6.050701 електротехніка та електротехнології","Одеський національний політехнічний університет",4,0,100,1,0,100
"6.050701 електротехніка та електротехнології","Чернівецький факультет Національного технічного університету «Харківський політехнічний інститут»",0,,0,5,0,100
"6.050701 електротехніка та електротехнології","Дніпровський державний технічний університет",0,,0,1,0,100
"6.050701 електротехніка та електротехнології","Національний університет харчових технологій",0,,0,5,0,100
"6.050701 електротехніка та електротехнології","Запорізька державна інженерна академія",0,,0,5,0,100
"6.050701 електротехніка та електротехнології","Харківський національний університет Повітряних Сил імені Івана Кожедуба",0,,0,25,0,100
"6.050702 електромеханіка","Національний технічний університет ""Харківський політехнічний інститут""",2,0,100,0,,0
"6.050702 електромеханіка","Дніпровський державний технічний університет",0,,0,18,0,100
"6.050702 електромеханіка","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,76,0,100
"6.050702 електромеханіка","Харківський національний автомобільно-дорожній університет",0,,0,15,0,100
"6.050702 електромеханіка","Одеський національний політехнічний університет",5,0,100,0,,0
"6.050702 електромеханіка","Одеська національна академія харчових технологій",0,,0,3,0,100
"6.050801 мікро- та наноелектроніка","Запорізька державна інженерна академія",0,,0,2,0,100
"6.050801 мікро- та наноелектроніка","Львівський національний університет імені Івана Франка",0,,0,1,0,100
"6.050801 мікро- та наноелектроніка","Сумський державний університет",2,0,100,0,,0
"6.050802 електронні пристрої та системи","Дніпровський державний технічний університет",0,,0,1,0,100
"6.050802 електронні пристрої та системи","Сумський державний університет",1,0,100,0,,0
"6.050802 електронні пристрої та системи","Запорізька державна інженерна академія",0,,0,1,0,100
"6.050901 радіотехніка","Дніпровський державний технічний університет",0,,0,2,0,100
"6.050901 радіотехніка","Національний авіаційний університет",0,,0,6,0,100
"6.050901 радіотехніка","Харківський національний університет Повітряних Сил імені Івана Кожедуба",0,,0,4,0,100
"6.050901 радіотехніка","Державний університет телекомунікацій",0,,0,7,0,100
"6.050901 радіотехніка","Одеський національний політехнічний університет",3,0,100,0,,0
"6.050902 радіоелектронні апарати","Приватний вищий навчальний заклад ""Міжнародний науково-технічний університет імені академіка Юрія Бугая""",0,,0,12,0,100
"6.050902 радіоелектронні апарати","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,1,1,50
"6.050903 телекомунікації","Державний університет телекомунікацій",0,,0,160,0,100
"6.050903 телекомунікації","Державний вищий навчальний заклад ""Донецький національний технічний університет""",1,0,100,0,,0
"6.050903 телекомунікації","Одеська національна академія зв'язку ім. О.С. Попова",0,,0,1,0,100
"6.050903 телекомунікації","Харківський національний університет радіоелектроніки",0,,0,15,0,100
"6.050903 телекомунікації","Сумський державний університет",5,0,100,0,,0
"6.051003 приладобудування","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,1,0,100
"6.051101 авіа- та ракетобудування","Національний авіаційний університет",0,,0,1,0,100
"6.051101 авіа- та ракетобудування","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",0,,0,7,0,100
"6.051102 двигуни та енергетичні установки літальних апаратів","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",0,,0,4,0,100
"6.051103 авіоніка","Харківський національний університет Повітряних Сил імені Івана Кожедуба",0,,0,1,0,100
"6.051103 авіоніка","Національний авіаційний університет",0,,0,5,0,100
"6.051201 суднобудування та океанотехніка","Херсонська філія Національного університету кораблебудування імені адмірала Макарова",3,0,100,0,,0
"6.051301 хімічна технологія","Національний технічний університет ""Харківський політехнічний інститут""",4,0,100,0,,0
"6.051301 хімічна технологія","Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне)",0,,0,10,1,90.91
"6.051301 хімічна технологія","Дніпровський державний технічний університет",0,,0,4,0,100
"6.051301 хімічна технологія","Одеський національний політехнічний університет",3,0,100,0,,0
"6.051301 хімічна технологія","Національний авіаційний університет",0,,0,2,0,100
"6.051301 хімічна технологія","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,10,0,100
"6.051401 біотехнологія","Дніпровський державний технічний університет",0,,0,1,0,100
"6.051402 біомедична інженерія","Харківський національний університет радіоелектроніки",0,,0,5,0,100
"6.051501 видавничо-поліграфічна справа","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,5,0,100
"6.051501 видавничо-поліграфічна справа","Харківський національний університет радіоелектроніки",0,,0,3,0,100
"6.051601 технологія та дизайн текстильних матеріалів","Херсонський національний технічний університет",0,,0,2,0,100
"6.051602 технологія виробів легкої промисловості","Хмельницький національний університет",0,,0,1,0,100
"6.051602 технологія виробів легкої промисловості","Мукачівський державний університет",0,,0,11,0,100
"6.051701 харчові технології та інженерія","Вінницький торговельно - економічний інститут Київського національного торговельно - економічного університету",0,,0,5,0,100
"6.051701 харчові технології та інженерія","""Київський кооперативний інститут бізнесу і права""",0,,0,42,0,100
"6.051701 харчові технології та інженерія","Одеська національна академія харчових технологій",0,,0,10,0,100
"6.051701 харчові технології та інженерія","Вищий навчальний заклад Укоопспілки ""Полтавський університет економіки і торгівлі""",0,,0,125,0,100
"6.051701 харчові технології та інженерія","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,16,0,100
"6.051701 харчові технології та інженерія","Вінницький національний аграрний університет",0,,0,8,0,100
"6.051701 харчові технології та інженерія","Національний університет біоресурсів і природокористування України",2,0,100,0,,0
"6.051702 технологічна експертиза та безпека харчової продукції","Херсонський національний технічний університет",0,,0,1,0,100
"6.051801 деревооброблювальні технології","Харківський національний технічний університет сільського господарства імені Петра Василенка",0,,0,1,0,100
"6.060101 будівництво","Харківський національний університет будівництва та архітектури",0,,0,28,0,100
"6.060101 будівництво","Національний університет ""Львівська політехніка""",10,0,100,49,0,100
"6.060101 будівництво","Харківський національний автомобільно-дорожній університет",0,,0,34,0,100
"6.060101 будівництво","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",0,,0,64,0,100
"6.060101 будівництво","Сумський національний аграрний університет",0,,0,1,0,100
"6.060101 будівництво","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,36,0,100
"6.060101 будівництво","Національний авіаційний університет",0,,0,2,0,100
"6.060101 будівництво","Донбаський державний технічний університет",0,,0,2,0,100
"6.060101 будівництво","Приватний вищий навчальний заклад Івано-Франківський університет права імені Короля Данила Галицького",0,,0,14,0,100
"6.060101 будівництво","Запорізька державна інженерна академія",0,,0,26,0,100
"6.060101 будівництво","Приватне акціонерне товариство ""Приватний вищий навчальний заклад ""Запорізький інститут економіки та інформаційних технологій""",0,,0,2,0,100
"6.060102 архітектура","Харківський національний університет будівництва та архітектури",0,,0,25,0,100
"6.060102 архітектура","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,3,0,100
"6.060102 архітектура","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",0,,0,7,0,100
"6.060102 архітектура","Приватний вищий навчальний заклад Івано-Франківський університет права імені Короля Данила Галицького",0,,0,39,0,100
"6.060102 архітектура","Національний університет ""Львівська політехніка""",0,,0,37,0,100
"6.060102 архітектура","Полтавський національний технічний університет імені Юрія Кондратюка",0,,0,1,0,100
"6.070101 транспортні технології","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,9,0,100
"6.070101 транспортні технології","Національний університет ""Львівська політехніка""",2,0,100,21,0,100
"6.070101 транспортні технології","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,27,0,100
"6.070101 транспортні технології","Харківський національний автомобільно-дорожній університет",0,,0,54,0,100
"6.070101 транспортні технології","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,21,0,100
"6.070101 транспортні технології","Державний університет інфраструктури та технологій",0,,0,2,0,100
"6.070101 транспортні технології","Національний авіаційний університет",0,,0,16,0,100
"6.070101 транспортні технології","Товариство з обмеженою відповідальністю ""Ізмаїльський інститут водного транспорту""",0,,0,5,0,100
"6.070102 аеронавігація","Кременчуцький льотний коледж Національного авіаційного університету",0,,0,16,0,100
"6.070103 обслуговування повітряних суден","Національний авіаційний університет",0,,0,17,0,100
"6.070103 обслуговування повітряних суден","Харківський національний університет Повітряних Сил імені Івана Кожедуба",0,,0,7,0,100
"6.070105 рухомий склад залізниць","Національний технічний університет ""Харківський політехнічний інститут""",1,0,100,0,,0
"6.070106 автомобільний транспорт","Вищий навчальний заклад ""Відкритий міжнародний університет розвитку людини ""Україна""",0,,0,31,0,100
"6.070106 автомобільний транспорт","Харківський національний автомобільно-дорожній університет",0,,0,26,0,100
"6.070106 автомобільний транспорт","Національний технічний університет ""Харківський політехнічний інститут""",2,0,100,0,,0
"6.070106 автомобільний транспорт","Вищий навчальний заклад ""Міжнародний технологічний університет ""Миколаївська політехніка""",0,,0,2,0,100
"6.070106 автомобільний транспорт","Тернопільський національний технічний університет імені Івана Пулюя",0,,0,2,1,66.67
"6.070106 автомобільний транспорт","Херсонський національний технічний університет",0,,0,1,0,100
"6.070106 автомобільний транспорт","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",0,,0,7,0,100
"6.070106 автомобільний транспорт","Дніпровський державний технічний університет",0,,0,11,0,100
"6.080101 геодезія, картографія та землеустрій","""Класичний приватний університет""",0,,0,8,0,100
"6.080101 геодезія, картографія та землеустрій","Одеська державна академія будівництва та архітектури",0,,0,7,0,100
"6.080101 геодезія, картографія та землеустрій","Національний університет біоресурсів і природокористування України",0,,0,2,0,100
"6.080101 геодезія, картографія та землеустрій","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",0,,0,3,0,100
"6.080101 геодезія, картографія та землеустрій","Харківський національний університет міського господарства імені О.М. Бекетова",0,,0,3,0,100
"6.080101 геодезія, картографія та землеустрій","Миколаївський національний аграрний університет",0,,0,1,0,100
"6.080101 геодезія, картографія та землеустрій","Східноєвропейський національний університет імені Лесі Українки",0,,0,2,0,100
"6.080101 геодезія, картографія та землеустрій","Житомирський національний агроекологічний університет",0,,0,2,0,100
"6.080101 геодезія, картографія та землеустрій","Державний вищий навчальний заклад ""Донецький національний технічний університет""",1,0,100,0,,0
"6.080101 геодезія, картографія та землеустрій","Національний університет ""Львівська політехніка""",0,,0,5,0,100
"6.080101 геодезія, картографія та землеустрій","Приватний вищий навчальний заклад Університет новітніх технологій",0,,0,7,0,100
"6.090101 агрономія","Полтавська державна аграрна академія",0,,0,6,2,75
"6.090101 агрономія","Вінницький національний аграрний університет",0,,0,47,0,100
"6.090101 агрономія","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",0,,0,1,0,100
"6.090101 агрономія","Миколаївський національний аграрний університет",0,,0,48,0,100
"6.090101 агрономія","Таврійський державний агротехнологічний університет",0,,0,1,0,100
"6.090101 агрономія","Житомирський національний агроекологічний університет",0,,0,6,0,100
"6.090102 технологія виробництва і переробки продукції тваринництва","Одеський державний аграрний університет",0,,0,1,0,100
"6.090102 технологія виробництва і переробки продукції тваринництва","Житомирський національний агроекологічний університет",0,,0,9,0,100
"6.090102 технологія виробництва і переробки продукції тваринництва","Вінницький національний аграрний університет",0,,0,34,0,100
"6.090102 технологія виробництва і переробки продукції тваринництва","Миколаївський національний аграрний університет",0,,0,48,0,100
"6.090103 лісове і садово-паркове господарство","Харківський національний аграрний університет ім. В.В. Докучаєва",0,,0,11,0,100
"6.090103 лісове і садово-паркове господарство","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""",0,,0,19,0,100
"6.090103 лісове і садово-паркове господарство","Вінницький національний аграрний університет",0,,0,20,0,100
"6.090103 лісове і садово-паркове господарство","Запорізький національний університет",0,,0,2,2,50
"6.090103 лісове і садово-паркове господарство","Надслучанський інститут Національного університету водного господарства та природокористування",0,,0,11,0,100
"6.090103 лісове і садово-паркове господарство","Житомирський національний агроекологічний університет",0,,0,50,0,100
"6.090103 лісове і садово-паркове господарство","Східноєвропейський національний університет імені Лесі Українки",0,,0,12,0,100
"6.090103 лісове і садово-паркове господарство","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""",0,,0,17,0,100
"6.090105 захист рослин","Харківський національний аграрний університет ім. В.В. Докучаєва",1,0,100,2,1,66.67
"6.090105 захист рослин","Житомирський національний агроекологічний університет",0,,0,2,0,100
"6.090201 водні біоресурси та аквакультура","Вінницький національний аграрний університет",0,,0,2,0,100
"6.100101 енергетика та електротехнічні системи в агропромисловому комплексі","Миколаївський національний аграрний університет",0,,0,26,0,100
"6.100101 енергетика та електротехнічні системи в агропромисловому комплексі","Таврійський державний агротехнологічний університет",0,,0,12,0,100
"6.100101 енергетика та електротехнічні системи в агропромисловому комплексі","Вінницький національний аграрний університет",0,,0,51,0,100
"6.100101 енергетика та електротехнічні системи в агропромисловому комплексі","Сумський національний аграрний університет",0,,0,2,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Миколаївський національний аграрний університет",0,,0,61,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Вінницький національний аграрний університет",0,,0,111,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Сумський національний аграрний університет",0,,0,4,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""",0,,0,12,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Житомирський національний агроекологічний університет",0,,0,6,0,100
"6.100102 процеси, машини та обладнання агропромислового виробництва","Таврійський державний агротехнологічний університет",0,,0,4,0,100
"6.120102 лабораторна діагностика","Харківський національний медичний університет",0,,0,3,0,100
"6.130102 соціальна робота","Національний авіаційний університет",0,,0,7,0,100
"6.130102 соціальна робота","Приватний вищий навчальний заклад ""Кропивницький інститут державного та муніципального управління""",0,,0,4,0,100
"6.130102 соціальна робота","Сумський державний університет",0,,0,1,0,100
